formulation_cluster_id,cluster_id,paper_id,doi,source_lane,page_hint,field_groups,field_values_json,molecule_ids,source_local_entity_ids,preferred_names,entity_count,structure_backed_entity_count,identity_resolution,formulation_status,relative_core_signal,comsol_requirement_count,comsol_missing_requirements,strict_use_status,existing_condition_ids,crosschecked_source_local_entity_ids,crosschecked_source_local_inchikeys,identity_enrichment_status,accepted_source_local_entity_ids_v5,accepted_source_local_inchikeys_v5,accepted_source_local_entity_ids_v6,accepted_source_local_inchikeys_v6,accepted_source_local_entity_ids_v7,accepted_source_local_inchikeys_v7,accepted_source_local_entity_ids_v8,accepted_source_local_inchikeys_v8,accepted_source_local_entity_ids_v9,accepted_source_local_inchikeys_v9,accepted_source_local_entity_ids_v11,accepted_source_local_inchikeys_v11
FORM-69f1593bcbdc7e8d34,CONDCL-23a22caa47f8e51107,OA2P-000446,10.2494/photopolymer.15.83,core_two_photon,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-af21d7cde6fa1280a9,CONDCL-d7f7f83ad7494d1a5b,OA2P-000446,10.2494/photopolymer.15.83,core_two_photon,2,pulse_width_fs;wavelength_nm,"{""pulse_width_fs"": [{""normalized"": ""120"", ""normalized_unit"": ""fs"", ""raw"": ""120fs"", ""raw_unit"": ""fs""}], ""wavelength_nm"": [{""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;focusing;geometry;motion_or_dwell;power_plane;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-1c005968548a1f1827,CONDCL-12462044326ae889cc,OA2P-000446,10.2494/photopolymer.15.83,core_two_photon,3,laser_power;pulse_width_fs;repetition_rate_MHz;wavelength_nm,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""109W"", ""raw_unit"": ""W""}, {""normalized"": ""109000"", ""normalized_unit"": ""mW"", ""raw"": ""109W"", ""raw_unit"": ""W""}], ""pulse_width_fs"": [{""normalized"": ""120"", ""normalized_unit"": ""fs"", ""raw"": ""120fs"", ""raw_unit"": ""fs""}], ""repetition_rate_MHz"": [{""normalized"": ""76"", ""normalized_unit"": ""MHz"", ""raw"": ""76 MHz"", ""raw_unit"": ""MHz""}], ""wavelength_nm"": [{""normalized"": ""520"", ""normalized_unit"": ""nm"", ""raw"": ""520nm"", ""raw_unit"": ""nm""}, {""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,3,atmosphere;focusing;geometry;motion_or_dwell;power_plane,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-0ecfa966910ab051e7,CONDCL-eada8b18d963e58a88,OA2P-000446,10.2494/photopolymer.15.83,core_two_photon,4,laser_power;scan_speed;wavelength_nm,"{""laser_power"": [{""normalized"": ""30"", ""normalized_unit"": ""mW"", ""raw"": ""30 mw"", ""raw_unit"": ""mw""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""30 mw"", ""raw_unit"": ""mw""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""500µW"", ""raw_unit"": ""µW""}, {""normalized"": ""0.5"", ""normalized_unit"": ""mW"", ""raw"": ""500µW"", ""raw_unit"": ""µW""}], ""scan_speed"": [{""normalized"": ""400"", ""normalized_unit"": ""um/s"", ""raw"": ""400µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""400µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": ""40"", ""normalized_unit"": ""um/s"", ""raw"": ""40µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""40µm/s"", ""raw_unit"": ""µm/s""}], ""wavelength_nm"": [{""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-acea4f5f3dbba66ee7,CONDCL-5d3240402fe271a3a9,OA2P-000449,10.2494/photopolymer.20.291,core_two_photon,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""745"", ""normalized_unit"": ""nm"", ""raw"": ""745nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-40c948205380432f8f,CONDCL-a5e07fd7096e6d4ab1,OA2P-000449,10.2494/photopolymer.20.291,core_two_photon,2,repetition_rate_MHz,"{""repetition_rate_MHz"": [{""normalized"": ""82"", ""normalized_unit"": ""MHz"", ""raw"": ""82MHz"", ""raw_unit"": ""MHz""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-62df926dbbfbff8e5d,CONDCL-c1c21171ac24999196,OA2P-000449,10.2494/photopolymer.20.291,core_two_photon,4,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""710"", ""normalized_unit"": ""nm"", ""raw"": ""710nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-9f2c467ab13c23ba8d,CONDCL-11775711c7c0fd2167,OA2P-000449,10.2494/photopolymer.20.291,core_two_photon,6,laser_power;wavelength_nm,"{""laser_power"": [{""normalized"": ""9"", ""normalized_unit"": ""mW"", ""raw"": ""9mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""9mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""27mW"", ""raw_unit"": ""mW""}, {""normalized"": ""27"", ""normalized_unit"": ""mW"", ""raw"": ""27mW"", ""raw_unit"": ""mW""}], ""wavelength_nm"": [{""normalized"": ""840"", ""normalized_unit"": ""nm"", ""raw"": ""840nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-4bd0a936f2bf9c42fa,CONDCL-b401ce11fa4d36a9bd,OA2P-000450,10.2494/photopolymer.24.651,out_of_scope_for_expansion,2,dwell_time_ms;laser_power;objective_NA;repetition_rate_MHz;wavelength_nm,"{""dwell_time_ms"": [{""normalized"": ""10"", ""normalized_unit"": ""ms"", ""raw"": ""10 ms"", ""raw_unit"": ""ms""}], ""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""0 µW"", ""raw_unit"": ""µW""}, {""normalized"": ""0"", ""normalized_unit"": ""mW"", ""raw"": ""0 µW"", ""raw_unit"": ""µW""}], ""objective_NA"": [{""normalized"": ""1.3"", ""normalized_unit"": ""dimensionless"", ""raw"": ""1.3"", ""raw_unit"": """"}], ""repetition_rate_MHz"": [{""normalized"": ""0.012"", ""normalized_unit"": ""MHz"", ""raw"": ""12 kHz"", ""raw_unit"": ""kHz""}], ""wavelength_nm"": [{""normalized"": ""532"", ""normalized_unit"": ""nm"", ""raw"": ""532 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,4,atmosphere;geometry;power_plane;pulse_width,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-e6dd96738ab55db8c4,CONDCL-488d2b274be9492d90,zotero_LVN4MHDD,10.2494/photopolymer.32.257,core_two_photon,1,polymerization_threshold,"{""polymerization_threshold"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-05f88723c24d,,,,,,,,,,,,,,,
FORM-102df09c3b2467a3c0,CONDCL-b4538792ecc2e28b00,zotero_LVN4MHDD,10.2494/photopolymer.32.257,core_two_photon,1,polymerization_threshold,"{""polymerization_threshold"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-affe5c2276b1,,,,,,,,,,,,,,,
FORM-b71538933b5b0023b2,CONDCL-bc3387fe5499118f25,zotero_LVN4MHDD,10.2494/photopolymer.32.257,core_two_photon,1,polymerization_threshold,"{""polymerization_threshold"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-7ba1201f8649,,,,,,,,,,,,,,,
FORM-a73a1441f145a5c3a4,CONDCL-cb0a0ee2d3d89fd27c,zotero_LVN4MHDD,10.2494/photopolymer.32.257,core_two_photon,1,sigma_2pa,"{""sigma_2pa"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-56b3480f47ab,,,,,,,,,,,,,,,
FORM-d03885ae20ba93ea4c,CONDCL-d1440af2446cec01ed,zotero_LVN4MHDD,10.2494/photopolymer.32.257,core_two_photon,1,sigma_2pa,"{""sigma_2pa"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-59fc5a164619,,,,,,,,,,,,,,,
FORM-c379bee1fbfb56363f,CONDCL-eef3d0d3425d120b12,zotero_LVN4MHDD,10.2494/photopolymer.32.257,core_two_photon,1,voxel_or_line_geometry,"{""voxel_or_line_geometry"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-78778765e9e6,,,,,,,,,,,,,,,
FORM-376fac18e91b3c6e64,CONDCL-74ce0c0996a49cfa1c,zotero_LVN4MHDD,10.2494/photopolymer.32.257,core_two_photon,2,pi_loading,"{""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-e2bc235b6a1f,,,,,,,,,,,,,,,
FORM-1fc94e533692a66dab,CONDCL-4454c04cf981b7b091,ZPC-003701,10.2494/photopolymer.32.257,core_two_photon,2,scan_speed,"{""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""80 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": ""80000"", ""normalized_unit"": ""um/s"", ""raw"": ""80 mm/s"", ""raw_unit"": ""mm/s""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-2501e96b849a1738eb,CONDCL-49d3bfa11256b81858,zotero_LVN4MHDD,10.2494/photopolymer.32.257,core_two_photon,3,pi_loading,"{""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-a618edd8c3dc,,,,,,,,,,,,,,,
FORM-21a1af357efa830043,CONDCL-8f9c29575361627d34,zotero_LVN4MHDD,10.2494/photopolymer.32.257,core_two_photon,3,pi_loading,"{""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-5bb51f71d0a1,,,,,,,,,,,,,,,
FORM-18c727e5780f11a676,CONDCL-92161eaaed81eed720,zotero_LVN4MHDD,10.2494/photopolymer.32.257,core_two_photon,3,voxel_or_line_geometry,"{""voxel_or_line_geometry"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-7b5282a17c12,,,,,,,,,,,,,,,
FORM-f130231b46e9f09f2d,CONDCL-e26da92b9366c69696,zotero_LVN4MHDD,10.2494/photopolymer.32.257,core_two_photon,3,pi_loading,"{""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-a726aefe74f5,,,,,,,,,,,,,,,
FORM-5561e5b57010e9e014,CONDCL-eb5de52fdc5acd0aa6,ZPC-003701,10.2494/photopolymer.32.257,core_two_photon,3,pi_loading;pulse_width_fs;wavelength_nm,"{""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""10 mm"", ""raw_unit"": ""mm""}], ""pulse_width_fs"": [{""normalized"": ""190"", ""normalized_unit"": ""fs"", ""raw"": ""190 fs"", ""raw_unit"": ""fs""}], ""wavelength_nm"": [{""normalized"": ""405"", ""normalized_unit"": ""nm"", ""raw"": ""405 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;focusing;geometry;motion_or_dwell;power_plane;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-bba336b80742737b8d,CONDCL-2d76dbec8db39ef093,ZPC-003701,10.2494/photopolymer.32.257,core_two_photon,3,atmosphere,"{""atmosphere"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""under nitrogen"", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-7283ef23b227a3020d,CONDCL-32b1a11e8f81105e54,zotero_LVN4MHDD,10.2494/photopolymer.32.257,core_two_photon,4,sigma_2pa,"{""sigma_2pa"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-f8ad4354d6b8,,,,,,,,,,,,,,,
FORM-406025feebb3e7569e,CONDCL-dd527c569a481ad3f1,ZPC-003701,10.2494/photopolymer.32.257,core_two_photon,4,pulse_width_fs;repetition_rate_MHz;wavelength_nm,"{""pulse_width_fs"": [{""normalized"": ""100"", ""normalized_unit"": ""fs"", ""raw"": ""100 fs"", ""raw_unit"": ""fs""}], ""repetition_rate_MHz"": [{""normalized"": ""80"", ""normalized_unit"": ""MHz"", ""raw"": ""80 MHz"", ""raw_unit"": ""MHz""}], ""wavelength_nm"": [{""normalized"": ""780"", ""normalized_unit"": ""nm"", ""raw"": ""780 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""150"", ""normalized_unit"": ""nm"", ""raw"": ""150 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,3,atmosphere;focusing;geometry;motion_or_dwell;power_plane,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-35016d833f33198213,CONDCL-74cc5fe3768a02006f,ZPC-003701,10.2494/photopolymer.32.257,core_two_photon,5,laser_power;wavelength_nm,"{""laser_power"": [{""normalized"": ""20"", ""normalized_unit"": ""mW"", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""20 mW"", ""raw_unit"": ""mW""}], ""wavelength_nm"": [{""normalized"": ""450"", ""normalized_unit"": ""nm"", ""raw"": ""450 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""400"", ""normalized_unit"": ""nm"", ""raw"": ""400 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""405"", ""normalized_unit"": ""nm"", ""raw"": ""405 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-f38c7c4beb719c97b5,CONDCL-17239c375c7e1e44d3,zotero_LVN4MHDD,10.2494/photopolymer.32.257,core_two_photon,6,polymerization_threshold,"{""polymerization_threshold"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-9c0edd0e3699,,,,,,,,,,,,,,,
FORM-becb744305e2ef4612,CONDCL-29e483f562361cf5d6,zotero_LVN4MHDD,10.2494/photopolymer.32.257,core_two_photon,6,sigma_2pa,"{""sigma_2pa"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-149cee638985,,,,,,,,,,,,,,,
FORM-e39e062d91dab24ea7,CONDCL-95c49e1de9e64cb02b,zotero_LVN4MHDD,10.2494/photopolymer.32.257,core_two_photon,6,sigma_2pa,"{""sigma_2pa"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-e34f2f84dcd7,,,,,,,,,,,,,,,
FORM-a2e77d21bba3bf6f46,CONDCL-a386eef9003554e4fe,zotero_LVN4MHDD,10.2494/photopolymer.32.257,core_two_photon,6,polymerization_threshold,"{""polymerization_threshold"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-a668b77af701,,,,,,,,,,,,,,,
FORM-de2f799bb8ee61fad9,CONDCL-a40e60c3e19473f800,zotero_LVN4MHDD,10.2494/photopolymer.32.257,core_two_photon,6,voxel_or_line_geometry,"{""voxel_or_line_geometry"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-4eb2ef03e3cf,,,,,,,,,,,,,,,
FORM-33d7f3374633cf8fe5,CONDCL-eb1852376b1fa7f11a,zotero_LVN4MHDD,10.2494/photopolymer.32.257,core_two_photon,6,polymerization_threshold,"{""polymerization_threshold"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-09bdbc2cca03,,,,,,,,,,,,,,,
FORM-6dd63c1807b906ccc9,CONDCL-8db5269f57cdb8c74c,ZPC-003701,10.2494/photopolymer.32.257,core_two_photon,6,laser_power;layer_pitch_um;scan_speed;wavelength_nm,"{""laser_power"": [{""normalized"": ""14"", ""normalized_unit"": ""mW"", ""raw"": ""14 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""14 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""15"", ""normalized_unit"": ""mW"", ""raw"": ""15 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""15 mW"", ""raw_unit"": ""mW""}], ""layer_pitch_um"": [{""normalized"": ""3"", ""normalized_unit"": ""um"", ""raw"": ""layer height 3 μm"", ""raw_unit"": ""μm""}], ""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""750 μm/s"", ""raw_unit"": ""μm/s""}, {""normalized"": ""750"", ""normalized_unit"": ""um/s"", ""raw"": ""750 μm/s"", ""raw_unit"": ""μm/s""}], ""wavelength_nm"": [{""normalized"": ""780"", ""normalized_unit"": ""nm"", ""raw"": ""780 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-1180ed565dfde202e0,CONDCL-9bf8146754dcdd06f1,OA2P-000451,10.2741/e642,core_two_photon,2,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""430"", ""normalized_unit"": ""nm"", ""raw"": ""430 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""100"", ""normalized_unit"": ""nm"", ""raw"": ""100 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-e77dad78173758c730,CONDCL-aebf9d7ef7fc5a02f0,OA2P-000452,10.2961/jlmn.2008.03.0007,out_of_scope_for_expansion,3,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""355"", ""normalized_unit"": ""nm"", ""raw"": ""355 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-285ecf9b4c70612287,CONDCL-b7b833bdec52c65b48,OA2P-000452,10.2961/jlmn.2008.03.0007,out_of_scope_for_expansion,3,laser_power;power_measurement_plane;scan_speed;wavelength_nm,"{""laser_power"": [{""normalized"": ""375"", ""normalized_unit"": ""mW"", ""raw"": ""375 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""375 mW"", ""raw_unit"": ""mW""}], ""power_measurement_plane"": [{""normalized"": """", ""normalized_unit"": ""objective_exit"", ""raw"": ""after the objective"", ""raw_unit"": """"}], ""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": ""100"", ""normalized_unit"": ""um/s"", ""raw"": ""100 µm/s"", ""raw_unit"": ""µm/s""}], ""wavelength_nm"": [{""normalized"": ""532"", ""normalized_unit"": ""nm"", ""raw"": ""532 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,3,atmosphere;focusing;geometry;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-1c69b9eee151a9ce18,CONDCL-158e4436f545e534d3,OA2P-000452,10.2961/jlmn.2008.03.0007,out_of_scope_for_expansion,4,scan_speed;wavelength_nm,"{""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 µm/sec"", ""raw_unit"": ""µm/sec""}, {""normalized"": ""100"", ""normalized_unit"": ""um/s"", ""raw"": ""100 µm/sec"", ""raw_unit"": ""µm/sec""}], ""wavelength_nm"": [{""normalized"": ""532"", ""normalized_unit"": ""nm"", ""raw"": ""532 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-401e6622aa20be081f,CONDCL-8c51c62e78111fe750,ZPC-005960,10.2961/jlmn.2011.01.0012,out_of_scope_for_expansion,1,power_measurement_plane,"{""power_measurement_plane"": [{""normalized"": """", ""normalized_unit"": ""focus_estimated"", ""raw"": ""at the focal point"", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
